Entry_Date,Entry_Price,Shares,Fee_Buy,Exit_Date,Exit_Price,Fee_Sell,PnL,PnL_Pct,Hold_Days
2025-11-04,77.0,1233700,142492.35,2026-03-02,118.0,363941.5,50075266.15,53.24675324675325,118
