Entry_Date,Entry_Price,Shares,Fee_Buy,Exit_Date,Exit_Price,Fee_Sell,PnL,PnL_Pct,Hold_Days
2025-03-03,8481.2470703125,11200,142484.95078125,2025-07-02,8618.029296875,241304.8203125,1148171.16640625,1.6127607818582357,121
