Entry_Date,Entry_Price,Shares,Fee_Buy,Exit_Date,Exit_Price,Fee_Sell,PnL,PnL_Pct,Hold_Days
2025-03-17,24.0,3958300,142498.80000000002,2025-04-09,20.0,197915.0,-16173613.8,-16.666666666666664,23
2025-11-05,68.0,1171100,119452.2,2026-02-27,124.0,363041.0,65099106.8,82.35294117647058,114
