Entry_Date,Entry_Price,Shares,Fee_Buy,Exit_Date,Exit_Price,Fee_Sell,PnL,PnL_Pct,Hold_Days
2025-06-13,510.0,186200,142443.0,2026-03-02,930.0,432915.0,77628642.0,82.35294117647058,262
